,titles,rates,reviews,review_id
1643,특송,8,소담아 이제 우짤낀데??소담이만 액션물 주연으로다시 극장에서 보고싶다~ ,yeon****
1644,경관의 피,6,진짜 국내 영화는 발전이란게 없냐? 그러고도 돈 받는거 찔리지도 않냐?외국배우들처럼 연기력이 다양하면 몰라도 이건 뭐 제목과 배역만 다를뿐 스토리?? 그냥 웃자!!조진웅.최우식 팬들만 보길바람.같은 돈 주고 마블급 영화 볼까? 한국 영화볼까? 관람객을 봉으로 보는 국내 영화 배급사와 감독들은 양심도 없다.국내영화는 넥플리스나 명절 킬.타용으로 그 이상도 그,yeon****
1645,연애 빠진 로맨스,10,주연부터 출연자들 다들 연기력짱이네요. 스토리도 넘 괜찮고.내 인생에서 나 자신 자체가 주연이였다가 조연이였다가 피의자가 되기도  피해자가 되기도 하는..생각을 많이 하게 만드는 영화여서 코끝이 찡했어요 ,char****
1646,유체이탈자,10,비스듬히 기대앉은 나를 똑바로 앉아서 보게 해준 영화. ,char****
1647,헨리의 이야기,10,내가 아프고 힘들때 곁에 있어줄 사람들이 과연 누가 있을까??내 삶을 뒤돌아 보게 만드는 영화~헨리는 재활 치료사도 잘 만났고아내와 딸도 곁에 있으니 행복한 사람이구나^^ ,char****
1648,해리 포터와 죽음의 성물 - 1부,10,두근두근 미칠 정도로 넘 잼난스릴러 판타G~한시도 눈을 뗄스없어 ,dl81****
1649,해리 포터와 혼혈 왕자,10,개봉한지 12년이 지난 지금 이시대에 봐도 가슴이 웅장한데~ 진짜 한국 영화는 반성해라!!!  돈 내고 보는 국민들을 호구로 보네. ,dl81****
1650,러브 스토리,10,고금동서를 막론하고 집에 누군가 온다면 호구조사는 기본이네.저 나라 70년대와 우리나라 70년대 비교하니 너무 맘이 아프다. ,dl81****
1651,트랜스포터 - 라스트 미션,2,죽다 살아난 스타뎀한테 죽기전에 한번 해보고 싶다는~여주!그 좋은 차엔 거울은 없나?진짜 짐짝이 아니라 메주덩어리다~ 트랜스포터 시리즈중에 여주땜 최악임~전혀 로맨스 스럽지 않다!! ,cand****
1652,노랑머리,4,"2014년도 감상평들 성에 억압되고 유교적인 문화가 싫다면서 홀딱 벗으면서 개연성은 산으로 가는 영화를 염세적이고 몽환적이라고 표현하는게 참 웃기네.꼭 저런 시나리오의 영화에 출연시켜야 좋은 여배우로 거듭나는지 묻고싶다. 사사루이스가 출연한 영화 ""안나""처럼 이재은이라는 배우라면 고급진 연기도 얼마든지 가능한것을...하긴 소속사에서 등 떠밀었겠지만ㅎㅎ ",cand****
1653,특송,8,소담아 이제 우짤낀데??소담이만 액션물 주연으로다시 극장에서 보고싶다~ ,cand****
1654,경관의 피,6,진짜 국내 영화는 발전이란게 없냐? 그러고도 돈 받는거 찔리지도 않냐?외국배우들처럼 연기력이 다양하면 몰라도 이건 뭐 제목과 배역만 다를뿐 스토리?? 그냥 웃자!!조진웅.최우식 팬들만 보길바람.같은 돈 주고 마블급 영화 볼까? 한국 영화볼까? 관람객을 봉으로 보는 국내 영화 배급사와 감독들은 양심도 없다.국내영화는 넥플리스나 명절 킬.타용으로 그 이상도 그,cand****
1655,연애 빠진 로맨스,10,주연부터 출연자들 다들 연기력짱이네요. 스토리도 넘 괜찮고.내 인생에서 나 자신 자체가 주연이였다가 조연이였다가 피의자가 되기도  피해자가 되기도 하는..생각을 많이 하게 만드는 영화여서 코끝이 찡했어요 ,cand****
1656,유체이탈자,10,비스듬히 기대앉은 나를 똑바로 앉아서 보게 해준 영화. ,cand****
1657,헨리의 이야기,10,내가 아프고 힘들때 곁에 있어줄 사람들이 과연 누가 있을까??내 삶을 뒤돌아 보게 만드는 영화~헨리는 재활 치료사도 잘 만났고아내와 딸도 곁에 있으니 행복한 사람이구나^^ ,cand****
1658,해리 포터와 죽음의 성물 - 1부,10,두근두근 미칠 정도로 넘 잼난스릴러 판타G~한시도 눈을 뗄스없어 ,cand****
1659,해리 포터와 혼혈 왕자,10,개봉한지 12년이 지난 지금 이시대에 봐도 가슴이 웅장한데~ 진짜 한국 영화는 반성해라!!!  돈 내고 보는 국민들을 호구로 보네. ,cand****
1660,러브 스토리,10,고금동서를 막론하고 집에 누군가 온다면 호구조사는 기본이네.저 나라 70년대와 우리나라 70년대 비교하니 너무 맘이 아프다. ,cand****
1661,마녀(魔女) Part2. The Other One,4,"나만 박은빈 욕하는거 어색한가,,? 다른 작품들과 비교했을때 이번 작품 연기력이 떨어지는듯,, 몰입도 안되고 목소리 톤도 그렇고 1시간 정도 보다가 끔 왜이렇게 러닝타임이 긴건지,,, ",cand****
1662,범죄도시2,10,너무 재밌어요!! 마동석 최고 ,cand****
1663,새콤달콤,10,마지막 반전 때문에 너무 놀라 기억에 오래 남을 것 같아요. 재미있게 잘 봤습니다. 채수빈님 연기가 너무 좋았어요. ,cand****
1664,비와 당신의 이야기,1,중간에 너무 지루해서 잤어요 ㅎ스토리 개연성도 영…그냥 잘생긴 강하늘 얼굴 구경하다가 나옴 ,cand****
1665,"헤일, 시저!",1,너무 재미없어요 재미없는걸로 평생 기억에 남음 ,cand****
1666,겟 아웃,9,이 영화가 한국 정서랑 무슨 상관? 이렇게 볼만한데! ,cand****
1667,늑대사냥,8,나만 재밌대…ㅠㅠㅠ난 재밌었는데한국에서 이런 영화 만든 거 처음이잖아 ,cand****
1668,익스트랙션,6,액션신은 쩌는데 스토리가 너무 지루함 ,cand****
1669,늑대사냥,2,서인국에 낚인게 억울해서 피를 토하고 싶네요~ 21세기에 이런 저급한 각본을 썼다는 자체가 공포네요!감독은 두번 다시 영화 만들지 마세요!! ,cand****
1670,육사오(6/45),10,이이경님 박세완님 연기 진짜  잘하신다. 야하지도 잔인하지도 않고 우리 모두가 소망하는것을 소재로 소소하게 유쾌하게 재미지게 만들어서 다가오는 추석에 고향에 가면 부모님 모시고 또 봐야겠어요^^ ,cand****
1671,헌트,10,눈을 뗄수 없는 몰입도 최강 반전에 또 반전을 널뛰기 하듯 관객을 현혹시키는 고품격 액션 스릴러 ,cand****
1672,비상선언,6,송강호와 전도연은 본인들의 연기에 깊이 박혀있는 이미지에 탈피를 못하면 스크린에 나오지 마라. 정말 보는 내내 식상하다 식상해.택시운전사+기생충+박쥐가 떠오르는건 나뿐인가ㅋㅋ ,cand****
1673,외계+인 1부,6,미니 시리즈도 아니고 밑도 끝도 없이 1부 끝? 보다가 엥?? ,cand****
1674,오아시스,10,장애우들을 위한 영화라고 만들고 비정상적인 정상인들만 나오는 영화. 그런면에선 현실적인 영화. ,cand****
1675,강릉,4,존윅2014년  강릉2021년.한국은 발전이 없다 누아르가 담배.욕.반말.칼.조폭.피.손모가지면 한국에선 영화감독 한다. ,cand****
1676,꼭두각시,2,90년대에 만들어진 에로틱스릴러 원초적 본능 보다 너무 수준이 떨어지는 21C영화! 공포라면서 여고괴담 수준에 삼류 에로물~감독과 연출자들은 변강쇠나 찍어라. ,cand****
1677,네 무덤에 침을 뱉어라,10,감독이 전하고자 하는바는 성폭력 피해자가 겪는 트라우마는 인간이 감당 할 수있는 고통에서 수십배는 고통스럽고 정신적 피폐는 훨씬 더 잔혹 하다는걸 보여주는듯~ 정말 마음 같아선 삼대를 멸해야함. ,cand****
1678,이상한 나라의 수학자,10,최민식은 연기를 했을뿐인데 난 눈물을 흘렸다. ,cand****
1679,트랜스포터 - 라스트 미션,2,죽다 살아난 스타뎀한테 죽기전에 한번 해보고 싶다는~여주!그 좋은 차엔 거울은 없나?진짜 짐짝이 아니라 메주덩어리다~ 트랜스포터 시리즈중에 여주땜 최악임~전혀 로맨스 스럽지 않다!! ,cand****
1680,노랑머리,4,"2014년도 감상평들 성에 억압되고 유교적인 문화가 싫다면서 홀딱 벗으면서 개연성은 산으로 가는 영화를 염세적이고 몽환적이라고 표현하는게 참 웃기네.꼭 저런 시나리오의 영화에 출연시켜야 좋은 여배우로 거듭나는지 묻고싶다. 사사루이스가 출연한 영화 ""안나""처럼 이재은이라는 배우라면 고급진 연기도 얼마든지 가능한것을...하긴 소속사에서 등 떠밀었겠지만ㅎㅎ ",cand****
1681,특송,8,소담아 이제 우짤낀데??소담이만 액션물 주연으로다시 극장에서 보고싶다~ ,cand****
1682,경관의 피,6,진짜 국내 영화는 발전이란게 없냐? 그러고도 돈 받는거 찔리지도 않냐?외국배우들처럼 연기력이 다양하면 몰라도 이건 뭐 제목과 배역만 다를뿐 스토리?? 그냥 웃자!!조진웅.최우식 팬들만 보길바람.같은 돈 주고 마블급 영화 볼까? 한국 영화볼까? 관람객을 봉으로 보는 국내 영화 배급사와 감독들은 양심도 없다.국내영화는 넥플리스나 명절 킬.타용으로 그 이상도 그,cand****
1683,연애 빠진 로맨스,10,주연부터 출연자들 다들 연기력짱이네요. 스토리도 넘 괜찮고.내 인생에서 나 자신 자체가 주연이였다가 조연이였다가 피의자가 되기도  피해자가 되기도 하는..생각을 많이 하게 만드는 영화여서 코끝이 찡했어요 ,cand****
1684,유체이탈자,10,비스듬히 기대앉은 나를 똑바로 앉아서 보게 해준 영화. ,cand****
1685,헨리의 이야기,10,내가 아프고 힘들때 곁에 있어줄 사람들이 과연 누가 있을까??내 삶을 뒤돌아 보게 만드는 영화~헨리는 재활 치료사도 잘 만났고아내와 딸도 곁에 있으니 행복한 사람이구나^^ ,cand****
1686,해리 포터와 죽음의 성물 - 1부,10,두근두근 미칠 정도로 넘 잼난스릴러 판타G~한시도 눈을 뗄스없어 ,cand****
1687,해리 포터와 혼혈 왕자,10,개봉한지 12년이 지난 지금 이시대에 봐도 가슴이 웅장한데~ 진짜 한국 영화는 반성해라!!!  돈 내고 보는 국민들을 호구로 보네. ,cand****
1688,러브 스토리,10,고금동서를 막론하고 집에 누군가 온다면 호구조사는 기본이네.저 나라 70년대와 우리나라 70년대 비교하니 너무 맘이 아프다. ,cand****
1689,트랜스포터 - 라스트 미션,2,죽다 살아난 스타뎀한테 죽기전에 한번 해보고 싶다는~여주!그 좋은 차엔 거울은 없나?진짜 짐짝이 아니라 메주덩어리다~ 트랜스포터 시리즈중에 여주땜 최악임~전혀 로맨스 스럽지 않다!! ,cand****
1690,노랑머리,4,"2014년도 감상평들 성에 억압되고 유교적인 문화가 싫다면서 홀딱 벗으면서 개연성은 산으로 가는 영화를 염세적이고 몽환적이라고 표현하는게 참 웃기네.꼭 저런 시나리오의 영화에 출연시켜야 좋은 여배우로 거듭나는지 묻고싶다. 사사루이스가 출연한 영화 ""안나""처럼 이재은이라는 배우라면 고급진 연기도 얼마든지 가능한것을...하긴 소속사에서 등 떠밀었겠지만ㅎㅎ ",cand****
1691,특송,8,소담아 이제 우짤낀데??소담이만 액션물 주연으로다시 극장에서 보고싶다~ ,cand****
1692,경관의 피,6,진짜 국내 영화는 발전이란게 없냐? 그러고도 돈 받는거 찔리지도 않냐?외국배우들처럼 연기력이 다양하면 몰라도 이건 뭐 제목과 배역만 다를뿐 스토리?? 그냥 웃자!!조진웅.최우식 팬들만 보길바람.같은 돈 주고 마블급 영화 볼까? 한국 영화볼까? 관람객을 봉으로 보는 국내 영화 배급사와 감독들은 양심도 없다.국내영화는 넥플리스나 명절 킬.타용으로 그 이상도 그,cand****
1693,연애 빠진 로맨스,10,주연부터 출연자들 다들 연기력짱이네요. 스토리도 넘 괜찮고.내 인생에서 나 자신 자체가 주연이였다가 조연이였다가 피의자가 되기도  피해자가 되기도 하는..생각을 많이 하게 만드는 영화여서 코끝이 찡했어요 ,cand****
1694,유체이탈자,10,비스듬히 기대앉은 나를 똑바로 앉아서 보게 해준 영화. ,cand****
1695,헨리의 이야기,10,내가 아프고 힘들때 곁에 있어줄 사람들이 과연 누가 있을까??내 삶을 뒤돌아 보게 만드는 영화~헨리는 재활 치료사도 잘 만났고아내와 딸도 곁에 있으니 행복한 사람이구나^^ ,cand****
1696,해리 포터와 죽음의 성물 - 1부,10,두근두근 미칠 정도로 넘 잼난스릴러 판타G~한시도 눈을 뗄스없어 ,cand****
1697,해리 포터와 혼혈 왕자,10,개봉한지 12년이 지난 지금 이시대에 봐도 가슴이 웅장한데~ 진짜 한국 영화는 반성해라!!!  돈 내고 보는 국민들을 호구로 보네. ,cand****
1698,러브 스토리,10,고금동서를 막론하고 집에 누군가 온다면 호구조사는 기본이네.저 나라 70년대와 우리나라 70년대 비교하니 너무 맘이 아프다. ,cand****
1699,외계+인 1부,10,"아니, 이정도면 수작까진 아니더라도 우리나라 SF치곤 상당한 수준이라 보는데 왜케 호불호가 갈리지! 지루할 틈 전혀 없이 140분 내내 집중해서 봤는데 현재와 과거를 와리가리 해서 집중해서 안보면 스토리 이해하기 힘들긴 하겠지만 우리나라 영화가 점점 새로운 시도를 하는 것 같아 미래가 기대된다. 평점이 너무 낮아서 10점으로... ",cand****
1700,비상선언,8,"이정도면 그렇게 형편없는 영화는 아닌듯 한데... 다만 범인의 사건 연관성을 좀 더 명확하게 했더라면 보다 나았을 텐데... 딱히 전반적인 흐름을 깨는 요소도 없고 2시간 10분여지만 몰입도도 꽤 높았음. 요즘은 시청자들의 눈높이가 상향 평준화 되어서 그런가 이정도의 작품도 만족스럽지 못하나 보네요. 아님, 쇼박스에서 수사의뢰한 문제인가... ",cand****
1701,헤어질 결심,10,요망한 여자! 남자 혼을 쏙 빼놓네...마침내... ,cand****
1702,다만 악에서 구하소서,10,대체 기대치가 얼마나 높길래 박한 점수를 주는겨!이정도면 완성도 높은 거 아녀? ,cand****
1703,강철비2: 정상회담,8,"정치적인 눈으로 감상하면 똥망, 영화는 영화일 뿐이라는 단순한 눈으로 보면 킬링타임 이상... ",cand****
1704,하늘과 땅,10,"이 영화를 이제서야 보다니... 아니, 이제서라도 보게 돼서 너무 감사하다 ",cand****
1705,나를 찾아줘,10,역대급 악녀를 봤다. 내가 밴 애플랙이였음 미치고 환장하다가 혀깨물고 한강에 투신했을 텐데... ,cand****
1706,신의 한 수: 귀수편,10,시작부터 엔딩까지 단 한 장면도 놓칠 곳이 없다.몰입도가 상당히 높다. ,cand****
1707,크리드 2,10,전편은 그저 그랬는데 후속작은 퍼펙트! 스포츠 경기를 소재로 한 영화는 온 몸에 전율이 오는 이 맛으로 보는 거지! 전율+눈물 한 방울 ,cand****
1708,슬픔보다 더 슬픈 이야기,10,10년이 지난 지금에서야 이 영화를 봤네. 내 나이 마흔에 노총각인데 서른 살에 이 영화를 봤다면 지금같은 감성을 느꼈을까 하는 쓸데 없는 생각을 한다. 서른이면 눈으로 마흔이면 마음으로 이 영화를 봤지 싶다. ,cand****
1709,헌터 킬러,10,"말이 필요 없는 영화! 마지막 미사일 격추신이 끝난 후 이전 영화에선 느낄 수 없었던 짜릿함과 감동이 전율했다. 액션, 스토리, 감동까지 더한 퍼펙트 무비! ",cand****
1710,창궐,10,평점에 똥테러는 뭐임? 다들 기대심리가 얼마나 높길래 이만큼 만든 영화에 테러를 하시나! 물론 개연성이 떨어지긴 하나 2시간이 아까울 정도는 아니다. 내 평점은 7.5점.. 테러가 넘 많아서 10점 줌. 이상... ,cand****
1711,곤지암,10,내가 사는 원룸이 402호다. 방 빼야겠다. 이사하기 전까지는 불켜놓고 출근해야지. ,char****
1712,침묵,10,최민식이 범인인 걸 알고 죽이고 싶을만큼 미웠는데 엔딩을 보고선 그런 생각을 했던 내 자신이 너무 부끄러웠다. 두 시간이 아깝지 않았던 영화! ,char****
1713,리큐에게 물어라,10,분위기는 딱 일본다운 영화였다. 리큐가 조선공주에게 한 대사가 정곡을 찌른다. 이 영화를 본 일본인들은 이해할 수 없는 대사이겠지만... 영화 보기 전 클라라 씨의 이미지 때문에 반감은 어쩔 수 없었지만  영화에 빠져버려서 어느새 잊어버렸다. ,char****
1714,71: 벨파스트의 눈물,10,OO같은 중사 때문에 열불이 난다. 이래서 리더가 중요하다는 걸 새삼 깨닫네. 시작부터 끝나는 내내 쪼여오는 긴장감에 한 시도  눈을 뗄 수가 없었다. ,dl81****
1715,체스의 여왕,10,이 영화는 내 인생작이다. 디즈니 사에 이런 영화를 접하게 해줘서 감사 또 감사한다. 너무 몰입해서 본 나머지 엉뚱한 장면에서 두 번의 눈물을 흘렸다. 블루레이 판을 평생 소장할 것이다 ,dl81****
1716,킬러스,10,이런 영화를 1점 주는 사람은 영화 볼 가치도 없다.. 간만에 좋은 스릴러가 나왔네.. 이런 영화는 닥추 ,dl81****
1717,꽃과 뱀: 더 제로,10,일본만 만들 수 있는 영화... 속박이라는 소재로 시선을 잡았고..연출력 또한 뛰어나다...알려지기만 하면 어느정도 대박을 치지 않을까 싶다 ,cand****
1718,레쓰링,10,하.. 수위 쩐다.. 하나경이야 검정된 몸매라 그렇다 해도.. 강은비가 다 벗진 않지만 엉덩이가 예~~술.. 그렇게 코믹스럽진 않지만 수위 하나만은 쩐다... ,cand****
1719,헌터 킬러,10,"말이 필요 없는 영화! 마지막 미사일 격추신이 끝난 후 이전 영화에선 느낄 수 없었던 짜릿함과 감동이 전율했다. 액션, 스토리, 감동까지 더한 퍼펙트 무비! ",cand****
1720,창궐,10,평점에 똥테러는 뭐임? 다들 기대심리가 얼마나 높길래 이만큼 만든 영화에 테러를 하시나! 물론 개연성이 떨어지긴 하나 2시간이 아까울 정도는 아니다. 내 평점은 7.5점.. 테러가 넘 많아서 10점 줌. 이상... ,cand****
1721,곤지암,10,내가 사는 원룸이 402호다. 방 빼야겠다. 이사하기 전까지는 불켜놓고 출근해야지. ,cand****
1722,침묵,10,최민식이 범인인 걸 알고 죽이고 싶을만큼 미웠는데 엔딩을 보고선 그런 생각을 했던 내 자신이 너무 부끄러웠다. 두 시간이 아깝지 않았던 영화! ,cand****
1723,리큐에게 물어라,10,분위기는 딱 일본다운 영화였다. 리큐가 조선공주에게 한 대사가 정곡을 찌른다. 이 영화를 본 일본인들은 이해할 수 없는 대사이겠지만... 영화 보기 전 클라라 씨의 이미지 때문에 반감은 어쩔 수 없었지만  영화에 빠져버려서 어느새 잊어버렸다. ,cand****
1724,71: 벨파스트의 눈물,10,OO같은 중사 때문에 열불이 난다. 이래서 리더가 중요하다는 걸 새삼 깨닫네. 시작부터 끝나는 내내 쪼여오는 긴장감에 한 시도  눈을 뗄 수가 없었다. ,cand****
1725,체스의 여왕,10,이 영화는 내 인생작이다. 디즈니 사에 이런 영화를 접하게 해줘서 감사 또 감사한다. 너무 몰입해서 본 나머지 엉뚱한 장면에서 두 번의 눈물을 흘렸다. 블루레이 판을 평생 소장할 것이다 ,cand****
1726,킬러스,10,이런 영화를 1점 주는 사람은 영화 볼 가치도 없다.. 간만에 좋은 스릴러가 나왔네.. 이런 영화는 닥추 ,cand****
1727,꽃과 뱀: 더 제로,10,일본만 만들 수 있는 영화... 속박이라는 소재로 시선을 잡았고..연출력 또한 뛰어나다...알려지기만 하면 어느정도 대박을 치지 않을까 싶다 ,cand****
1728,레쓰링,10,하.. 수위 쩐다.. 하나경이야 검정된 몸매라 그렇다 해도.. 강은비가 다 벗진 않지만 엉덩이가 예~~술.. 그렇게 코믹스럽진 않지만 수위 하나만은 쩐다... ,cand****
1729,즐거운 인생,10,몇년마다 한번씩 보는데 나이들수록 공감가고 볼때마다 재밋네요 아카펠라씬 너무 좋아요 ,cand****
1730,토이 스토리 3,10,79년생인데 출근버스에서 눈물훔쳤습니다ㅜㅜ ,cand****
1731,인셉션,10,방금 티비에서 하길래 또 정주행 하고 평점쓰기위해 왔는데..이 영화를 극장에서 본 내가 너무 대견하다! 그 정도의 영화다 이 영화는! ,cand****
1732,원스,10,우울한 느낌이 너무 좋은영화 ,cand****
1733,괴물,10,"그래,,한국영화 이렇게만 해다오!!!!!! ",cand****
1734,인생은 아름다워,10,내인생베스트3중의 하나!!!!!! ,cand****
1735,쇼생크 탈출,10,내인생 최고의 영화다!!! ,cand****
1736,청연,10,"아 극장에다시 개봉했으면,,,올해본최고의 한국영화!!! ",cand****
1737,청연,10,기대!!~ ,cand****
1738,범죄도시2,6,그냥 볼만한데 호들갑떨정도는 아님 ,cand****
1739,겟 아웃,10,조금 뻔할수 있었는데 이렇게 좋은 연출과 장면은 영화를 정말 매력적으로 만든다. 재밌음 ㅎ 평론가들은 트럼프 염병하고 있네 ㅋㅋ 그딴게 떠오른다는게 어이가 없네 ,cand****
1740,놉,9,감독이 말하고자하는 바를 직설적으로 보여주면 그냥 그건 프로파간다 영화일뿐 적절한 스토리에 스며들듯이 말하는건 예술이 되고 가치있는 작품이 되는것 ,cand****
1741,타짜: 원 아이드 잭,1,진짜 진심 너무 개재미없음 ,cand****
1742,명량,6,마지막에 포졸들이 후손들이 우리들의 노력을 알까~ 뭐 이런 터진소리할때 기가참 ㅋㅋㅋㅋ그장면이 거기서 왜필요함? 포졸들이 관객이 보고있다는걸 안다는소린데 ㅋㅋ 말이되노? ,cand****
1743,다크 나이트,10,재미와 감동 철학까지 모두 섞어서 이정도의 작품을 만든다는건 앞으로도 쉽지않을듯 ,cand****
1744,다크 나이트 라이즈,10,다크나이트라는 제목이 정말 잘어울리는 영화 ,cand****
1745,목소리의 형태,9,감동적인 스토리에 표현이 참신 나타내는 색상도 마음에든다. ,cand****
1746,비바리움,3,그냥 노잼에 기분이 더러움 이걸 굳이 봐야함? ,cand****
1747,섹스 스캔들,8,스토리가 급전개 되는 느낌이 있기는하지만 재밌고 교훈적임 남자들이 많이 볼법한 영화에 이런 주제를 담는게 힘든데 자연스럽고 어색하지않았음 ,yeon****
1748,명탐정 코난: 비색의 탄환,1,자본주의의 위대함을 또 다시 느낀다. 개연성 서사는 어따가 팔아먹었는지 오로지 캐릭터장사만 하고있다. 나는 아직도 왜 아카이슈이치가 쳐 살아돌아왔는지 이해가 안간다.  안그래도 많은 캐릭터를 줄이기는 커녕 매력도없고 쓸떼없는 캐릭터를 또 만들고 쳐넣어서 캐릭터팔이를 한다. 옛날 극장판들은 그래도 개연성과 서사 추리가 있어서 어른이 보기에도 나쁘지않았다면 지,yeon****
1749,킹메이커,1,축하한다 이걸 재미있게 봤다면 앞으로 영화를 고를필요가 없다. ,yeon****
1750,스위밍 풀,8,이상한 영화 근데 흥미진진함 생각하는거를 예상할수가 없음 ,yeon****
1751,오펀: 천사의 비밀,5,몸은 작아졌어도 두뇌는 그대로 포기를 모르는 명탐정 코난인데 코난은 그래도 박사님이 살상무기를 만들어 주는데 얘는 그냥 지힘으로 평정 영화가 정말 재미있으면 개연성이 없거나 좀 떨어져도 그냥 보는편인데 얼척이 없어지면 트집잡는데 얼척이 많이 없음 ,yeon****
1752,엑스 마키나,7,만들때 로봇3원칙 같은거 안넣음? 로봇이 인간을 아무렇지 않게 죽이네;; 주인공도 로봇 아가리터는거에 혹해서 풀어주는 것도 레잔드 아직 양산도 안된 로봇인권까지 챙겨주려는 모습에 눈물이 ㅠㅠ 아주 대단한 인권주의자다 그죠잉? ,char****
1753,인비저블 게스트,7,남주가 일을 너무 열심히해서 일외에는 아예그냥 생각이란걸 안하네 ㅋㅋ ,char****
1754,머니볼,10,주어진환경에서 최선을다하는 사람 거기다가 낭만까지 정말재밌음 ,char****
1755,82년생 김지영,1,김지영씨는 성별이 여자여서가 아니라 그정도 밖에 안되는 인간인것인데;; ,dl81****
1756,걸캅스,1,ㅋㅋ 박평식: 여장남자스타일 ,dl81****
1757,더 퍼지:거리의 반란,3,여기서 적기 힘들정도로 허술한점이 많은 영화 얼척없음 ㅋㅋ 지아들 복수하려는 놈이 죽인놈 조사도 안하고 쳐죽이러갈정도로 허술하고 2주전에 뒷문 따놓은거 폭동나는날에 아들죽인놈은 확인도 안하고 쿨쿨쳐자는게 말이됨? 개연성을 그냥 개한테 물려준영화 주인공은 퍼지데이 12시간 더줬으면 브레멘음악대 마냥 한 10명은 줄줄대리고 복수하러다녔겠네 ㅋㅋㅋㅋ 개연성이 그,dl81****
1758,명탐정 코난: 비색의 탄환,1,자본주의의 위대함을 또 다시 느낀다. 개연성 서사는 어따가 팔아먹었는지 오로지 캐릭터장사만 하고있다. 나는 아직도 왜 아카이슈이치가 쳐 살아돌아왔는지 이해가 안간다.  안그래도 많은 캐릭터를 줄이기는 커녕 매력도없고 쓸떼없는 캐릭터를 또 만들고 쳐넣어서 캐릭터팔이를 한다. 옛날 극장판들은 그래도 개연성과 서사 추리가 있어서 어른이 보기에도 나쁘지않았다면 지,cand****
1759,킹메이커,1,축하한다 이걸 재미있게 봤다면 앞으로 영화를 고를필요가 없다. ,cand****
1760,스위밍 풀,8,이상한 영화 근데 흥미진진함 생각하는거를 예상할수가 없음 ,cand****
1761,오펀: 천사의 비밀,5,몸은 작아졌어도 두뇌는 그대로 포기를 모르는 명탐정 코난인데 코난은 그래도 박사님이 살상무기를 만들어 주는데 얘는 그냥 지힘으로 평정 영화가 정말 재미있으면 개연성이 없거나 좀 떨어져도 그냥 보는편인데 얼척이 없어지면 트집잡는데 얼척이 많이 없음 ,cand****
1762,엑스 마키나,7,만들때 로봇3원칙 같은거 안넣음? 로봇이 인간을 아무렇지 않게 죽이네;; 주인공도 로봇 아가리터는거에 혹해서 풀어주는 것도 레잔드 아직 양산도 안된 로봇인권까지 챙겨주려는 모습에 눈물이 ㅠㅠ 아주 대단한 인권주의자다 그죠잉? ,cand****
1763,인비저블 게스트,7,남주가 일을 너무 열심히해서 일외에는 아예그냥 생각이란걸 안하네 ㅋㅋ ,cand****
1764,머니볼,10,주어진환경에서 최선을다하는 사람 거기다가 낭만까지 정말재밌음 ,cand****
1765,82년생 김지영,1,김지영씨는 성별이 여자여서가 아니라 그정도 밖에 안되는 인간인것인데;; ,cand****
1766,걸캅스,1,ㅋㅋ 박평식: 여장남자스타일 ,cand****
1767,더 퍼지:거리의 반란,3,여기서 적기 힘들정도로 허술한점이 많은 영화 얼척없음 ㅋㅋ 지아들 복수하려는 놈이 죽인놈 조사도 안하고 쳐죽이러갈정도로 허술하고 2주전에 뒷문 따놓은거 폭동나는날에 아들죽인놈은 확인도 안하고 쿨쿨쳐자는게 말이됨? 개연성을 그냥 개한테 물려준영화 주인공은 퍼지데이 12시간 더줬으면 브레멘음악대 마냥 한 10명은 줄줄대리고 복수하러다녔겠네 ㅋㅋㅋㅋ 개연성이 그,cand****
1768,범죄도시2,6,그냥 볼만한데 호들갑떨정도는 아님 ,cand****
1769,겟 아웃,10,조금 뻔할수 있었는데 이렇게 좋은 연출과 장면은 영화를 정말 매력적으로 만든다. 재밌음 ㅎ 평론가들은 트럼프 염병하고 있네 ㅋㅋ 그딴게 떠오른다는게 어이가 없네 ,cand****
1770,놉,9,감독이 말하고자하는 바를 직설적으로 보여주면 그냥 그건 프로파간다 영화일뿐 적절한 스토리에 스며들듯이 말하는건 예술이 되고 가치있는 작품이 되는것 ,cand****
1771,타짜: 원 아이드 잭,1,진짜 진심 너무 개재미없음 ,cand****
1772,명량,6,마지막에 포졸들이 후손들이 우리들의 노력을 알까~ 뭐 이런 터진소리할때 기가참 ㅋㅋㅋㅋ그장면이 거기서 왜필요함? 포졸들이 관객이 보고있다는걸 안다는소린데 ㅋㅋ 말이되노? ,cand****
1773,다크 나이트,10,재미와 감동 철학까지 모두 섞어서 이정도의 작품을 만든다는건 앞으로도 쉽지않을듯 ,cand****
1774,다크 나이트 라이즈,10,다크나이트라는 제목이 정말 잘어울리는 영화 ,cand****
1775,목소리의 형태,9,감동적인 스토리에 표현이 참신 나타내는 색상도 마음에든다. ,cand****
1776,비바리움,3,그냥 노잼에 기분이 더러움 이걸 굳이 봐야함? ,cand****
1777,섹스 스캔들,8,스토리가 급전개 되는 느낌이 있기는하지만 재밌고 교훈적임 남자들이 많이 볼법한 영화에 이런 주제를 담는게 힘든데 자연스럽고 어색하지않았음 ,cand****
